page,name,link,thumbnail,rating,date,snippet,images,local_guide
11,Freaking jane,https://www.google.com/maps/contrib/108022185812446865136?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjUIYivmV0zTCubHWRpSZanQvM34VMektWqxvdAsHlUgaoUUg08=s120-c-rp-mo-ba4-br100,4.0,7 tahun lalu,Tempat bagus buat foto2... Enak juga buat wisata malam. Ada tambahan wahana bermain air di dalam nya.,"['https://lh5.googleusercontent.com/p/AF1QipP8gHAfOzbtPt-iKASNtYTKljj2vIwywKPFDXI=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipPLSFLSSxKgFVS0qyLDy2u_fPQfQ-9p3Z5ZeD0=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipN7Kdp_Z_5IkT_zMHgd7JgRUmDE1WBUdT3q8Rk=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipOMKJWN8XBoeKq1suqlFq5DC6zT8Herhm7xfPY=w150-h150-k-no-p']",True
11,fathur ridwan,https://www.google.com/maps/contrib/107596079218726070737?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjXhOFScyFKLKRDaqXUnrsfDommvj2HOqf-DkYc8F_tVQ_8O6tr-=s120-c-rp-mo-ba5-br100,3.0,6 tahun lalu,"Banyak wahana bermain, dan sering mengadakan event live performance artis lokal, parkir juga cukup luas","['https://lh5.googleusercontent.com/p/AF1QipOlerXG-IK242VNDNRZqwAwDIDpiZWCvaodChm1=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipPcNKc6dZTepqBll4EdXtuZdXk8j-g20Mi5BcxG=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipPHK5ZCLMFQPZKd7UuEMViSlz3Zr9aXCQsn4RjS=w150-h150-k-no-p']",True
11,Eunike Magdalena,https://www.google.com/maps/contrib/105272344263489101686?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjXggPafYkc_zamqnJQyRyeejF0aNwbYFnhqyvVnR0e7-qxiR_Y=s120-c-rp-mo-ba4-br100,1.0,8 bulan lalu,"Ini kali k2 sy k gofun,br kali ini sy kecewa....knp?krn harga ga sesuai dgn yg d iklan kan,d iklan harga pendamping u/ momikuland hanya 10rb,kenyataannya 40rb untuk anak d atas 110cm...ga masalah lah ya d bayar,untuk pendamping selanjut e d suru bayar 40rb lagi...kan ya males ya...trus fungsie nulis 10rb buat pendamping itu apa?koq regone ganti...ckckck menyesatkan...uda d komplain k front liner nya ya hasile gt,katae ketentuan dr pusat nya begitu....ganti lah yg sesuai dgn iklan,ckckckkc ngarai kapok wae....
Pdhl tmpte ya lmyn tp ga d imbangi dgn ketentuan yg bagus,bahkan untuk nunggu d  ruangan yg ber ac ga melok masuk k mainan yo d suru pake gelang 40rb...walah2 sangat ga sesuai dgn iklan...mendingan larang sisan tp sesuai wae...drpd kecewa gn",,True
11,Ika Malaka,https://www.google.com/maps/contrib/114582978410320719992?hl=id,https://lh3.googleusercontent.com/a/ACg8ocKEFhXWSYtHSqJzypSjhVoU5OU7ITuA-a5oNYTDDuqmo5R1qXeH=s120-c-rp-mo-ba2-br100,5.0,6 bulan lalu,"Bayar 50rb utk tiket terusannya tapi worth it banget, satu permainan bisa mainan berkali kali lhoooo....",,True
12,Tita nadhira,https://www.google.com/maps/contrib/108532867899562453185?hl=id,https://lh3.googleusercontent.com/a/ACg8ocJKqd9MZzhkQmZTzzQs41UKV8r3nqN6CcCPmaQcvGcV-RTabbpr=s120-c-rp-mo-ba5-br100,5.0,7 tahun lalu,"Tempat wisata malam yang keren di Bojonegoro. Dengan hiasan lampu yang indah. Banyak wahana yang disuguhkan. Cocok untuk berwisata bersama keluarga, kerabat, atau pacar 😂 disini juga menyediakan plaza untuk membeli oleh-oleh,tempat bermain untuk anak-anak, serta terdapat foodcourt yang makanannya enak-enak. Disini juga menyajikan perfomance liv musik dan tak jarang biasanya mengundang para artis-artis ibu kota untuk menghibur pengunjung. Bisa kalian kunjungi akun instagram gofun yaitu gofunbojonegoro","['https://lh5.googleusercontent.com/p/AF1QipNdGakWqxMCnzOnZgE5xthq_oRc0DzF1z5cyDBJ=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipMhOpFWEqWxt3b4c_OwcJCc3TtPwti6F9HL47n-=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipO3r_0bgijIoU-5Iqw9TqHcIT2aLQeiPo5XKHNK=w150-h150-k-no-p']",True
12,AnilaB,https://www.google.com/maps/contrib/116283032325535604174?hl=id,https://lh3.googleusercontent.com/a/ACg8ocKRM-rASgLRXKQFvakln19JQKsf1YCg3AptUkUABhM6sIHK0Ctz=s120-c-rp-mo-ba4-br100,4.0,7 tahun lalu,Tempat bermain dengan aneka wahana yang memanjakan anak2 juga orang dewasa #sayang foto2ku kurang bagus 😂😂,"['https://lh5.googleusercontent.com/p/AF1QipNOZ0kNRCh60GcC8vMJu-m2SaDCKOPWOZGMbBrB=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipOzFmEu5jfkYJmCCVgMT6AFCKWRVzKB7cxIDOps=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipPRnQfuDYX-6uaqssxhcsENV6FCP8Z2kAIoK5Ao=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipNf_bKwS7az7POBPUtnBT4cCLGbL0Ro3b9L9e5Z=w150-h150-k-no-p']",True
12,Agus Ssa,https://www.google.com/maps/contrib/101674547025865343797?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjUFFiXB29HraBRBuzhAI6mkNd1mx0RZ8qzsa3Lmf7TEojlVZCpX=s120-c-rp-mo-ba3-br100,5.0,7 tahun lalu,GOFUN WATER PARK di kota BOJONEGORO JAWA TIMUR memang best buat liburan bermain dengan keluarga,"['https://lh5.googleusercontent.com/p/AF1QipPk33JydRUbBN_b0Ib5TE7WBHFze05wTeTAsgAw=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipNM4wwRdpcJWhxhhcxkq_8J7j3vUPt7K9jY1upL=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipNWtzrSaUQU1kzvkHEFhEO60kE4iFJwx-6kYDPN=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipPAQz4FuJn1Mnj_kQGjm25s9HHFK8E1LyK7rKTR=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipNVKCnb0hB2mU3GUuyrgoEc651pg6AKPyr3PovX=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipNU8YEIK_XvI6nqZgIRQgep4ZAcQe81Q59LQ4zg=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipOe3dSGuuGcd5l9r8mwdnpaoRijMimrPvTjSr_A=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipMSFwERKOALWjQ0_mAEvwdcPgkj1TB-GzzLD_TA=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipMBA4pWtBUcfR966BEHsXidoPxUCLenIvRW__CU=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipOb6BD0DrIDOK-B4wIo4c8KP4n0zcVvw12x4UhL=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipN2pck5s1hDOQhhJL22SXwRr2ibWFIE5lbaDFgE=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipMHi311s_929x8PrTnXUS97ABvhgAaJ4kgZG8Y3=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipNIqplpdZzPEe1CE4TUXWpKW-Lvjc3rFWXg3BA5=w150-h150-k-no-p']",True
12,emaarifkhasanti,https://www.google.com/maps/contrib/104711377890249328715?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjXHu_4Em0hUdDLYNUWXUacOp--ZykRm6shs103k-q1YBc8Ybgk=s120-c-rp-mo-ba3-br100,5.0,5 tahun lalu,Wahana bermain keluarga yg memuaskan dan membuat anak senang.,"['https://lh5.googleusercontent.com/p/AF1QipOhJM75DPHg1ZCtyrgOfc7CiAoHuFrmdD9R3AHg=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipOCdlZqgqiIRTcNQIkMKUtwyOWtrtkkfFG4NcGO=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipPRjhw_DmHVMKYsBKfGHTY3-gXGFnTJm47CP0A9=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipNbTpnWJUGbod7oNi1ThUXtIJ0nzr3Oj-RxtF--=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipPsW7qs6a6Jouom_TxUKm4EtjW1GHBSWPa6yWqU=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipPKsuAOwTsR0yyUY1KFW8d3EX_Aq_mwbhzgPiK6=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipMaeB9sY8jmx7nKksk3OkxpB0z3zU_jlPGpbsir=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipOnvTpEcmZqslGHVQCNoUA-ShmHT2utEK6Fuzjh=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipMJMiwSC88eNb-qUSLHnF2dyBgRbBU02K7ThWe9=w150-h150-k-no-p']",True
12,Muflikhana Saputri Kusumawardani,https://www.google.com/maps/contrib/102322766505547184897?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjU994y60XtU-AQxuvyli05h_HBvqJwEx9YXpNACK_D1zXUD7ffu=s120-c-rp-mo-ba3-br100,5.0,3 tahun lalu,"Lokasi wisata yang cukup menarik, lokasi nya strategis juga, dekat dengan terminal dan pusat kota, tiketnya 20k","['https://lh5.googleusercontent.com/p/AF1QipNm8WT1RQHoxh0u8le1oOGnHwT3P9U5MSEPxkDR=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipPWYPlmZvuBrCx3zLq_IHnDutBoPG5ssABPqwJr=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipOKKNUxXdj5DNUcj2PuKfZzM2pZJnWQDQjbHk3Z=w150-h150-k-no-p']",True
12,Machroes Aly,https://www.google.com/maps/contrib/101901584211796951134?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjX1y7V6qOexh6LtVCYfY465ss42QeiYACq_UTt0DoM-HlEVsXU=s120-c-rp-mo-ba3-br100,5.0,7 tahun lalu,"Bagus, Cantik, dn Keren. Tidak klah sma Dufan, cocok buat rekreasi bersama kluarga.","['https://lh5.googleusercontent.com/p/AF1QipPgJ5pmYwuZax5nAlZYBGXx3-OOKvnnSKjAANSk=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipPFar1DNV5oCEbeNvDO1wHfoNCNx8bSwW1uDctV=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipPegSyEEt4gRW1rmO10jkPOJqa1OfQe-EDrGspK=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipNTN6_qFuM5QzgiyIfoa-TrtuDhI-BzwO2DPi8S=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipMZzG526-q1sA_4EqNm8EFC1ngXxF9ZclWR8kvg=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipOZoiLf_20_Hi5Xxm7wQkWh9K-n1PlfI03M2QCw=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipM1-6tnH_QLxsjXqKYCc_kenFabiHzTdnhkShzN=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipNpWjvWqXMebQ5FUmKwdk7Xj0xntEzGWQ5KnFVX=w150-h150-k-no-p']",True
12,Bagus Candra,https://www.google.com/maps/contrib/116184008168834596407?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjXoOI0h7cTj4wKduNsa1lVEpE6bmhYXP1sOnpv9Ll7cluJVt2xy=s120-c-rp-mo-ba4-br100,3.0,6 tahun lalu,"Tempatnya Lumayang Cocok Buat Maen2 anak2..tp sayang..petugas loket tiket depan sudah mulai ""BERMAIN"" dng tidak memberikan tiket ""Midway Games"" (1 Tiket Masuk Free 1 Tiket Midway Games) dng alasan ""Habis""..padahal msh tersedia..yg nantinya mereka jual lg didalam..😒
*Saya sdh konfirmasi dng petugas penjaga gate masuk & saya kembali ke loket penjualan..kemudian baru saya dikasih tiket midway..😡",['https://lh5.googleusercontent.com/p/AF1QipNYwEERrar4TALLQLcbKYD7YpGDrlOr2LjgwgzA=w150-h150-k-no-p'],True
12,Yan Budi Santoso,https://www.google.com/maps/contrib/105706676742054999836?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjX1qLGTsQ3qO6_iNlUBSrBEFz0fgDnqJbHwFE6yaEEDpYRSXMcJ=s120-c-rp-mo-ba3-br100,1.0,8 bulan lalu,"Satpam nya merokok d area depan momikuland d saat jam kerja dan terlebih d tempat yg penuh anak kecil,entah SOP nya memang ajaib atau memang pembiaran...yg jelas membahayakan pengunjung...mana manajemen momikuland nya ga jrlas kasi harga untuk pendamping.. ada yg 10rb d iklan tp d tagihnya 40rb..sangat membagongkan",,True
12,Ervi Astuti,https://www.google.com/maps/contrib/107631410131095994147?hl=id,https://lh3.googleusercontent.com/a/ACg8ocJcFdDx0Y70LUn8YlmPoOshA1AK2V3hRKnQhUYERyu1cVWJiQ=s120-c-rp-mo-br100,5.0,5 tahun lalu,"Tempat sangat bagus...bersih dan cocok untuk rekreasi...banyak wahana untuk anak kecil...
Hiasan lampu cantik saat malam hari","['https://lh5.googleusercontent.com/p/AF1QipOj1NxsCEIu9jYyOl3JB3cdj5G5GJJFLr66B2PS=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipNg0s02IyP3tkHLPwd1ZvFPPYYM1fIpkJ_ysh_J=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipPzkdLbUTPjGy2NWKz-97H2pNbAAHfblvF5ms08=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipPZPdFhOPfGXBpB2NZ6YR1y1qMopfcSHSTAtFCj=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipOrdhVNv6pw2xWEQd7A1KtmbJ7I9BN7erI_mlYS=w150-h150-k-no-p']",True
12,Ani_Maxipro,https://www.google.com/maps/contrib/104351493345138030765?hl=id,https://lh3.googleusercontent.com/a/ACg8ocI_YkKcL5vzQ6QgIfj9WvZrqTha41jWL_3_VqiJR8s11JedbQ=s120-c-rp-mo-ba4-br100,4.0,7 tahun lalu,"Wahana x buanyakk..lumayan bagus,hanya pintu kluar x yg sdkt membingungkan..","['https://lh5.googleusercontent.com/p/AF1QipNTeR4_xsC4qftZRf6Qm7Yt1g5aVlLPhQvhavNi=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipNOntIfuXOS6s6UF2kYC_z3bzc0-n9AbAl_q0wk=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipOrX4vu5XGCQXrZE23E3es0ghsdNmwHCucrOxOO=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipO76S7F3nEp_huqkkE3ghLB2EpR28wEATz5wy7M=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipPopIAWdH16Rs5OrQ8WQHKqiy19RD79xxB2Fz9G=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipP2alhlLF2xDtq3PRT4NceNwyZ8lUfTubiNruwW=w150-h150-k-no-p']",True
13,Novita Febri,https://www.google.com/maps/contrib/100264115886487045623?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjXtgiqTUasGmamQL5MiWW7Uy_HZ2hcZceLfAiuwmiU11k4bOjWz=s120-c-rp-mo-ba4-br100,4.0,6 tahun lalu,"Salah satu tempat refresing recomended di bojonegoro. Banyak permainan dan wahana. Banyak jual makanan juga. Tempatnya fotoable. Kalau malam terutama, suasana lebih bagus dan mendukung. Patut dicoba lah. Lebih seru kalau kesini rame-rame. Tempatnya pun cukup strategis dan mudah dijangkau. Niceeee lah.","['https://lh5.googleusercontent.com/p/AF1QipNNA31u19efzzMw8LkEQBArLfXiTt_MPK1VITq-=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipO32DuIZvplcsS6VQxFIxKlw1PK2IlFxgeVXwQv=w150-h150-k-no-p']",True
13,mabrow a'Mez,https://www.google.com/maps/contrib/115383159238516522981?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjUpoyxhpq93HAY_9HB1SBDDk2SDoqZ0tNKP2_xXO8eBGvWgqjJY=s120-c-rp-mo-ba3-br100,4.0,8 bulan lalu,"Tempatnya luas, cocok buat bermain anak-anak. Ada beragam tempat bermain mulai dari menyusun pazel, pasir mainan. Tapi waktu bermain cuma dibatasi 2 jam",,True
13,Surya Mahendra,https://www.google.com/maps/contrib/103682346862665547493?hl=id,https://lh3.googleusercontent.com/a/ACg8ocKNAy5jzGBebvoFXi2rO6UhYxS0g7e1Gyp5M-rwIya7gSuEoQ=s120-c-rp-mo-ba2-br100,1.0,9 bulan lalu,"Tidak rekomended, tidak sesuai ekspetasi, syarat ketentuan di loket tidak sesuai dengan kenyataan, ada syarat anak dengan tinggi badan kurang dari 85 cm free namun ternyata tetap harus bayar penuh.",,True
13,Ryan Aguz,https://www.google.com/maps/contrib/116737971866411928027?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjXZYOwI6WeGl77Iib9ggmXV9Xk2JRh6BrOeDs1W-Hr8wAnYAHlh=s120-c-rp-mo-ba4-br100,5.0,5 tahun lalu,"Wahana hiburan seru dibojonegoro,cocok untuk keluarga dilengkapi cafe makin nyaman aja","['https://lh5.googleusercontent.com/p/AF1QipNVzFzrcX7LahR4MK_El10cEKFwC1nrxTBZdyXF=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipPbhdJH58o7k6KVa-4XQHQiWWH0KXyQma1VHQZ9=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipPLy8lZKh6KJq5NTWS6A_4Ky8aO_p6Tnisrka-Q=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipPljWBhhcrSPgseHlSDHAI6SlOZlv061e5Nlp5j=w150-h150-k-no-p']",True
13,Adi Prabowo,https://www.google.com/maps/contrib/106361770894368839437?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjV6sOxe9ZoJdx59oueNCUwY2vndwIx58zsf_DFSGSMAd-qUDA2p=s120-c-rp-mo-ba4-br100,5.0,7 tahun lalu,Tempat rekreasi keluarga yang menyenangkan. Apalagi dimalam hari suasananya lebih asyik karena hiasan lampu yg menarik,"['https://lh5.googleusercontent.com/p/AF1QipPZJHR4ts7Zs2UnoSC4kJPUMiMj_600uuyzIGHI=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipNtntxy_oj6rKBRKs35iN0zjFYHrjgf4MFyXyRi=w150-h150-k-no-p']",True
13,winpiri,https://www.google.com/maps/contrib/103515922218035437141?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjUVFYCHRwGZwvw5kIqVUHJIAEXjOfsJpG4zZxWd291RA-dGDZIG=s120-c-rp-mo-br100,4.0,6 tahun lalu,Bagus tempatnya enak juga tapi lebih baik di malam hari karna banyak lampu. Sayangnya unruk permainannya bagi saya kurang banyak,"['https://lh5.googleusercontent.com/p/AF1QipM3o4rDLpvKyoUHSVcWADiQ7mA5miV7r2FDwEkV=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipOf-n4WISoSFrfsxG4vszpECy169tqBz3xQxtMv=w150-h150-k-no-p']",True
13,Memoriika,https://www.google.com/maps/contrib/103258116806724695148?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjWLMPxp35KlZpfwRPfO-CDK2zF0hxmiwHYeOhoAa-DkXct7yfQn=s120-c-rp-mo-ba5-br100,5.0,6 tahun lalu,"Sangat rekomendasi ☺️
Htmnya only 30k, tiket terusan 75k walaupun ga semuanya bisa terusan.
Tenant makanannya juga harganya terjangkau.
Gofun juga sering ada promo.
Tempat rekreasi untuk masyarakat bojonegoro dan sekitarnya.
Ohya Gofun juga dekat dengan terminal bis dan lumayan deket jaraknya dengan stasiun kereta bojonegoro, jadi jangan takut yg naik bis atau kereta",['https://lh5.googleusercontent.com/p/AF1QipOmirCyNurdnBO1FgBUFymEgGmmoViLDRolaLQX=w150-h150-k-no-p'],True
13,Mr. Cemprenk,https://www.google.com/maps/contrib/114973658134588953957?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjXhzLRtWLc-nG9wUCo_Qp0Zg4mPxM6VpYzlPbtBGniNOAA1ov8=s120-c-rp-mo-ba4-br100,5.0,7 tahun lalu,Banyak permainan yang seru. Cocok untuk anak kecil maupun dewasa,"['https://lh5.googleusercontent.com/p/AF1QipNhe0FZ385aLlbZ4nbiMZV040SVBpMg7AZl7WQ=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipNoLdpbKpYpgxa9pSGPu03htwWiEY0-FeqyxEg=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipO6ibm9IAB3fuAacSQOpI0xq-o_AaS1WjXaf_A=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipPzPXtbAWHduRkvLG3qThxPV8NRixde3nWrxYA=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipNJ3BYeD6wUzQ7qGCs7EwoozJ9XvRfLWvLzUcs=w150-h150-k-no-p']",True
13,Joko Suhantono,https://www.google.com/maps/contrib/116830341809186753249?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjW3IderGbZMnAHt4uT2vkLGy58mSwfltwCp11OopKDyyxRUPf_WNA=s120-c-rp-mo-ba4-br100,5.0,7 bulan lalu,"Datang, terhibur,pulang tidur nyenyak paginya fress...nonton konser gilga yg meriah ditempat yg asikk bersama keluarga,banyak berbagai mainan dan makanan,tempat parkir yg luas dn murah.",,True
13,Aprilia Safitri,https://www.google.com/maps/contrib/113335437274555295808?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjVIl5B7XbulzOjrF13Fg8s7IRvIr-W0Xq6rvQVYqxY1cjGXhrg=s120-c-rp-mo-br100,3.0,6 tahun lalu,Seru permainannya. Cuman sayang bukanya kenapa harus sore hari,"['https://lh5.googleusercontent.com/p/AF1QipMHLXA22j2Pwv2p8ACG4_N0Gud3NYq77OmQbFor=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipPe3y9cqG4EsRUKsua1n7ucxiCEEon2xC_8frqE=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipN2RXj-EFTrcOKb2VIar_1Nw37IUeNzPeo2bb0M=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipPJAAJqXuWhsSMJq_FsFvoy_ZQ-SBT1RdPw4NBF=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipOtD7eSzxQrCyL52WkpqwlP5nFyFfzo2K-KxYor=w150-h150-k-no-p']",
14,Priska Adler,https://www.google.com/maps/contrib/107579203890804860434?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjXYtPJQ-B5FnSr7LY-cHfDzjBJqUbUzxwnOUqjKQYlkHfuuiQOP=s120-c-rp-mo-ba4-br100,1.0,3 tahun lalu,"Yang jaga kenapa sih gak bisa ramah dan senyum? Kalo capek resign aja gausa kerja
Padahal ke go fun hari senin ga rame tp pelayanannya sungguh buruk

Utk bombomcar jg anak kecil dibawah 110cm gaboleh ikut masuk walo didampingi ortu
Ngadi2 aja lu
Apa ga bsa safetynya ditingkatkan tp tdk merugikan pelanggan udah bayar terusan tp ga bsa ikut naik
Hilih",['https://lh5.googleusercontent.com/p/AF1QipPI_RD-YwfjkYZf9FmE3uOLjZyFEYSf4yvhWkno=w150-h150-k-no-p'],True
14,Myxa,https://www.google.com/maps/contrib/100593894484519850637?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjUPk17ZlNUogWwjlH7nv9fgjx_VASFGTV0FqIMf1ojmksBjpo7QhA=s120-c-rp-mo-ba6-br100,3.0,8 tahun lalu,"Untuk hiburan wahana mainan yang baru..udah bagus. sayangna anak balita yg tidak pakai gelang tiket terusan, per wahana hrs bayar lg Rp.5000,00",['https://lh5.googleusercontent.com/p/AF1QipPAPaf_smU6fiPkssGE9bN6oA60BgcqCcjFFXr_=w150-h150-k-no-p'],True
14,Geo People,https://www.google.com/maps/contrib/109133804294289723670?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjWnFxqnXoyQraJVEatqJ6-tmzxe1Nms3kJML152zHc7sS7vmg=s120-c-rp-mo-ba5-br100,4.0,5 tahun lalu,"Salah satu tempat hiburan baru di Bojonegoro yang masih happening.. Banyak sekali pilihan wahana, restoran, dan kafe didalamnya..

Sangat cocok untuk tempat hang out anak muda kekinian, namun menurut saya harga tiketnya masih terlalu mahal untuk kalangan pelajar dan mahasiswa..

Saya sarankan untuk ke go fun pada malam hari, karena banyak lampu dan hiasan yang cantik. 👍👍","['https://lh5.googleusercontent.com/p/AF1QipN8D0hQn1c17wPmRJR99kS1hMFcXJq-RGJx80A=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipM1AIZAkJ3i5x0axFL79nnNsupGSek1rNhhfQU=w150-h150-k-no-p']",True
14,MASAK TEROOS,https://www.google.com/maps/contrib/100582450709679983786?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjXBWP1ZMrRd5rf0sb3LNBARpL5J31rFOrdh4z9bZgUnoJ7BHuMO=s120-c-rp-mo-ba4-br100,5.0,5 tahun lalu,Cocok untuk liburan keluarga. Spot foto juga makin banyak. recomended beli tiket terusan 45K sudah dapat 22 wahana.,"['https://lh5.googleusercontent.com/p/AF1QipMLbAoxRIJMklQrBNcQehQ1LafyJ_95R6jaKzZa=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipNDn9i_ls49WlReNuBkSOgkSkt1E9N5Hv_KjV7l=w150-h150-k-no-p']",True
14,Aisyah Rachma H. P,https://www.google.com/maps/contrib/101441718684974737186?hl=id,https://lh3.googleusercontent.com/a/ACg8ocLhMTjMrPxjScqHTYf8Te3C7jK7wZ8SLCAh4Wh50pdakbOR2NqD=s120-c-rp-mo-ba2-br100,5.0,setahun lalu,"Tempatnya luas dan menarik, banyak wahana permainan-permainan, ada juga stand-stand yang menjual berbagai macam makanan dan minuman. Pada Gofun Entertainment complex ini biasa juga mendatangkan penyanyi artis mulai dari yang muda sampai tua contoh nya pada tanggal 11 November 2023 kemarin GoFun Entertainment Complex mendatangkan Tiara Andini. Harga-harga pada wahana juga murah-murah. Parkirannya juga luas.",,True
14,Endro Wibowo,https://www.google.com/maps/contrib/106420123533153529924?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjV8NwFE3uao2N7D7UBbXqFiVArJt_jWr6SBIrw6hsDPOq48UVE=s120-c-rp-mo-ba4-br100,4.0,8 tahun lalu,Masih belom rampung pembangunan nya. Finishing sebagian jg belom selesei. Tapi menurutku ini gofun lebih bagus dari bns batu. Semoga bisa jadi themepark terbesar di jatim.,['https://lh5.googleusercontent.com/p/AF1QipPBhbgWAwxIkOCnABh8xD-ugvr_bqtDf9DyYdOm=w150-h150-k-no-p'],True
